#id,ra,dec,ra1,dec1,ra2,dec2,ra3,dec3,ra4,dec4,n_hostgalaxy,prob_vol_x_stmass,rank,confidence,obj,note,weight
4046,78.689,13.404,79.721,14.402,79.712,12.402,77.665,12.402,77.656,14.402,32,0.537,168,0.9,S230518h,4046,0.537
6254,343.636,-84.000,351.786,-82.929,354.960,-84.901,332.313,-84.901,335.487,-82.929,101,0.536,169,0.9,S230518h,6254,0.536
5613,110.455,-62.000,112.516,-60.984,112.656,-62.983,108.253,-62.983,108.393,-60.984,157,0.528,170,0.9,S230518h,5613,0.528
2930,82.340,1.915,83.342,2.915,83.340,0.915,81.340,0.915,81.339,2.915,182,0.526,171,0.9,S230518h,2930,0.526
2559,91.915,-1.915,92.915,-0.915,92.916,-2.915,90.914,-2.915,90.915,-0.915,22,0.508,172,0.9,S230518h,2559,0.508
6258,67.500,-86.000,78.823,-84.901,85.943,-86.838,49.057,-86.838,56.177,-84.901,152,0.470,173,0.9,S230518h,6258,0.470
7079,105.429,-40.000,106.715,-38.993,106.753,-40.993,104.104,-40.993,104.142,-38.993,192,0.469,174,0.9,S230518h,7079,0.469
1812,90.968,-9.574,91.979,-8.573,91.985,-10.573,89.951,-10.573,89.957,-8.573,24,0.469,175,0.95,S230518h,1812,0.469
6140,105.366,-78.000,109.802,-76.962,110.592,-78.955,100.140,-78.955,100.930,-76.962,91,0.467,176,0.95,S230518h,6140,0.467
6641,109.669,-34.000,110.861,-32.994,110.889,-34.994,108.448,-34.994,108.477,-32.994,175,0.458,177,0.95,S230518h,6641,0.458
6277,216.000,-88.000,234.441,-86.838,261.004,-88.586,170.996,-88.586,197.559,-86.838,320,0.458,178,0.95,S230518h,6277,0.458
6143,131.707,-78.000,136.144,-76.962,136.933,-78.955,126.481,-78.955,127.271,-76.962,166,0.454,179,0.95,S230518h,6143,0.454
1444,92.459,-13.404,93.483,-12.402,93.491,-14.402,91.427,-14.402,91.435,-12.402,101,0.443,180,0.95,S230518h,1444,0.443
